tag #,monitoring date,broodstock,set date,distribution date,total # of live oysters,total # of live oysters greater than or equal to 15mm:,clump (if any noted),Total LIVE oysters LESS than 15 mm,Total DEAD oysters LESS than 15 mm,average of shell heights for each monitoring,shell_height_mm,Live / Dead,Organization,Location,Name of Person(s) Collecting Data:,Notes,,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,38,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,36,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,30,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,21,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,23,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,38,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,17,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,30,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,28,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,27,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,24,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,25,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,27,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,32,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,25,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,35,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,18,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,24,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,27,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,29,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,35,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,22,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,36,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,32,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,23,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,33,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,24,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,21,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,25,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,30,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,17,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,36,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,27,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,32,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,31,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,43,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,30,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,34,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,27,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,30,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,35,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,18,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,21,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,32,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,19,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,33,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,18,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,34,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,32,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,23,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,20,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,31,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,21,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,33,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,29,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
364,5/26/21,,,,21,,,,,27.76190476,20,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 363 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021. This ORS was doing poorly, while tag 364 had lots of live oysters still. It is not known if they were kept side by side at the Boat Basin or if some other condition caused the difference between the two stations.",,,,,,,,,,,,,,,,,,,
363,5/26/21,,,,146,,,,,28.47945205,48,N/A,Dyckman Marina 10034,Inwood Indivisible / Sky Pape,,"This and ORS tag 364 were both installed 10/14/2020. Both were moved to the Boat Basin over the winter, and returned to Dyckman Marina when the docks were reinstalled in early spring 2021.",,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,29,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),100 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,29,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),101 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,29,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),102 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,30,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),103 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,30,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),104 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,31,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),105 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,31,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),106 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,31,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),107 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,31,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),108 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,32,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),109 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,32,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),110 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,32,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),111 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,32,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),112 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,32,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),113 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,33,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),114 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,33,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),115 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,33,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),116 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,34,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),117 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,35,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),118 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,35,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),119 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,35,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),120 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,36,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),121 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,36,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),122 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,37,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),123 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,40,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),124 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,44,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),125 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,15,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),35 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,16,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),36 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,16,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),37 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,17,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),38 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,17,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),39 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,17,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),40 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,18,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),41 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
82,6/3/21,,,,91,,,,,25.1,19,N/A,Sarah Lawrence College Center for the Urban River at Beczak (SLC CURB),42 Alexander Street Yonkers NY 10701,,This was the initial count the day we picked them up from BNY,,,,,,,,,,,,,,,,,,,
